,plantheight,plantwidth,phvalue,temp,humid,moist,growth,possible,light
2396,73,25,5,19,85,33,2.92,1,5491
2397,75,25,3,27,54,34,3.0,1,7803
2398,93,25,4,28,104,37,3.72,1,8092
2399,71,34,5,22,59,23,2.088235294117647,1,6358
2400,62,24,5,33,54,31,2.5833333333333335,1,9537
2401,97,15,10,23,81,45,6.466666666666667,1,6647
2402,81,18,9,21,66,24,4.5,1,6069
2403,28,28,3,32,99,21,1.0,0,9248
2404,118,35,5,38,62,14,3.3714285714285714,1,10982
2405,86,34,7,33,46,19,2.5294117647058822,1,9537
2406,65,20,8,29,51,10,3.25,1,8381
2407,43,40,4,35,90,35,1.075,0,10115
2408,77,27,8,28,108,45,2.8518518518518516,1,8092
2409,43,29,5,39,101,45,1.4827586206896552,0,11271
2410,32,21,3,23,107,32,1.5238095238095237,0,6647
2411,30,23,3,35,65,32,1.3043478260869565,0,10115
2412,86,20,3,40,91,20,4.3,1,11560
2413,118,36,7,30,50,23,3.2777777777777777,1,8670
2414,38,40,3,17,49,37,0.95,0,4913
2415,109,35,3,19,77,30,3.1142857142857143,1,5491
2416,21,30,9,37,108,33,0.7,0,10693
2417,74,14,7,27,83,10,5.285714285714286,1,7803
2418,38,18,8,28,62,42,2.111111111111111,1,8092
2419,59,37,5,23,76,10,1.5945945945945945,0,6647
2420,60,38,4,18,79,12,1.5789473684210527,0,5202
2421,24,28,3,29,78,40,0.8571428571428571,0,8381
2422,37,27,3,33,66,41,1.3703703703703705,0,9537
2423,55,25,3,34,87,19,2.2,1,9826
2424,34,35,7,25,76,27,0.9714285714285714,0,7225
2425,78,36,4,31,110,13,2.1666666666666665,1,8959
2426,31,16,6,29,77,20,1.9375,0,8381
2427,109,39,5,17,83,22,2.7948717948717947,1,4913
2428,107,15,3,23,106,30,7.133333333333334,1,6647
2429,93,39,4,26,58,23,2.3846153846153846,1,7514
2430,53,16,6,25,64,14,3.3125,1,7225
2431,103,36,6,23,98,40,2.861111111111111,1,6647
2432,84,29,7,38,51,10,2.896551724137931,1,10982
2433,75,32,10,17,85,16,2.34375,1,4913
2434,33,15,10,20,50,27,2.2,1,5780
2435,71,29,5,19,75,10,2.4482758620689653,1,5491
2436,64,37,10,30,74,11,1.7297297297297298,0,8670
2437,91,29,9,23,71,34,3.1379310344827585,1,6647
2438,84,18,3,29,86,33,4.666666666666667,1,8381
2439,112,26,6,28,76,44,4.3076923076923075,1,8092
2440,115,20,9,19,58,12,5.75,1,5491
2441,22,25,4,24,49,36,0.88,0,6936
2442,73,34,6,29,95,28,2.1470588235294117,1,8381
2443,22,38,9,35,105,27,0.5789473684210527,0,10115
2444,68,27,9,25,65,37,2.5185185185185186,1,7225
2445,103,15,9,27,54,41,6.866666666666666,1,7803
2446,87,26,10,30,61,40,3.3461538461538463,1,8670
2447,40,26,9,34,105,13,1.5384615384615385,0,9826
2448,43,28,9,32,43,17,1.5357142857142858,0,9248
2449,75,39,6,21,67,28,1.9230769230769231,0,6069
2450,36,20,6,24,71,41,1.8,0,6936
2451,82,33,8,21,56,21,2.484848484848485,1,6069
2452,24,28,10,32,52,23,0.8571428571428571,0,9248
2453,62,20,6,18,52,31,3.1,1,5202
2454,114,40,3,19,64,16,2.85,1,5491
2455,50,33,7,33,47,37,1.5151515151515151,0,9537
2456,117,39,4,26,97,16,3.0,1,7514
2457,32,20,8,30,104,17,1.6,0,8670
2458,69,30,4,35,45,44,2.3,1,10115
2459,33,24,10,35,73,37,1.375,0,10115
2460,100,38,10,37,57,31,2.6315789473684212,1,10693
2461,45,16,4,37,65,33,2.8125,1,10693
2462,30,37,5,26,95,35,0.8108108108108109,0,7514
2463,109,20,8,30,43,38,5.45,1,8670
2464,19,18,8,34,61,43,1.0555555555555556,0,9826
2465,80,14,10,31,75,14,5.714285714285714,1,8959
2466,99,35,10,30,106,21,2.8285714285714287,1,8670
2467,35,25,9,21,70,28,1.4,0,6069
2468,92,19,10,23,97,44,4.842105263157895,1,6647
2469,108,36,8,34,95,17,3.0,1,9826
2470,56,32,9,38,76,16,1.75,0,10982
2471,99,15,10,22,75,22,6.6,1,6358
2472,19,30,3,36,43,25,0.6333333333333333,0,10404
2473,27,16,7,20,63,29,1.6875,0,5780
2474,40,33,3,23,110,23,1.2121212121212122,0,6647
2475,49,34,3,28,104,33,1.4411764705882353,0,8092
2476,50,17,4,38,100,11,2.9411764705882355,1,10982
2477,75,26,4,22,110,10,2.8846153846153846,1,6358
2478,71,31,7,37,54,10,2.2903225806451615,1,10693
2479,57,14,10,33,110,26,4.071428571428571,1,9537
2480,68,38,4,26,70,43,1.7894736842105263,0,7514
2481,71,24,3,28,106,22,2.9583333333333335,1,8092
2482,67,20,9,26,66,20,3.35,1,7514
2483,50,25,4,21,94,40,2.0,0,6069
2484,103,23,9,27,62,18,4.478260869565218,1,7803
2485,83,18,8,25,53,24,4.611111111111111,1,7225
2486,71,18,3,37,71,34,3.9444444444444446,1,10693
2487,25,26,8,37,64,27,0.9615384615384616,0,10693
2488,61,21,8,27,56,14,2.9047619047619047,1,7803
2489,66,36,7,22,69,37,1.8333333333333333,0,6358
2490,15,21,3,33,83,12,0.7142857142857143,0,9537
2491,28,37,8,34,84,14,0.7567567567567568,0,9826
2492,86,19,7,36,99,18,4.526315789473684,1,10404
2493,32,31,6,32,92,32,1.032258064516129,0,9248
2494,55,22,5,32,46,14,2.5,1,9248
2495,98,30,9,22,97,40,3.2666666666666666,1,6358
2496,56,23,4,21,76,38,2.4347826086956523,1,6069
2497,100,21,5,24,84,37,4.761904761904762,1,6936
2498,88,27,10,21,108,34,3.259259259259259,1,6069
2499,85,17,9,22,82,18,5.0,1,6358
2500,76,23,9,33,53,39,3.3043478260869565,1,9537
2501,36,31,5,23,47,44,1.1612903225806452,0,6647
2502,60,19,6,33,69,13,3.1578947368421053,1,9537
2503,109,33,8,35,45,27,3.303030303030303,1,10115
2504,84,21,8,32,98,23,4.0,1,9248
2505,110,22,4,35,80,22,5.0,1,10115
2506,27,18,3,17,92,25,1.5,0,4913
2507,92,18,6,19,51,15,5.111111111111111,1,5491
2508,30,19,6,26,40,44,1.5789473684210527,0,7514
2509,109,22,8,40,73,28,4.954545454545454,1,11560
2510,77,36,9,17,81,17,2.138888888888889,1,4913
2511,91,27,9,19,75,11,3.3703703703703702,1,5491
2512,114,33,8,40,54,37,3.4545454545454546,1,11560
2513,58,22,5,38,54,44,2.6363636363636362,1,10982
2514,22,33,5,24,46,12,0.6666666666666666,0,6936
2515,38,16,8,26,60,21,2.375,1,7514
2516,65,33,4,23,58,28,1.9696969696969697,0,6647
2517,103,34,9,17,86,28,3.0294117647058822,1,4913
2518,39,30,5,25,76,28,1.3,0,7225
2519,71,39,3,30,73,27,1.8205128205128205,0,8670
2520,45,33,3,35,76,10,1.3636363636363635,0,10115
2521,107,36,6,34,90,26,2.9722222222222223,1,9826
2522,117,30,10,35,65,28,3.9,1,10115
2523,97,24,8,22,95,29,4.041666666666667,1,6358
2524,42,15,9,36,107,20,2.8,1,10404
2525,47,36,5,17,66,45,1.3055555555555556,0,4913
2526,114,14,4,19,78,42,8.142857142857142,1,5491
2527,22,40,8,22,70,41,0.55,0,6358
2528,71,14,8,24,108,33,5.071428571428571,1,6936
2529,66,15,8,38,92,16,4.4,1,10982
2530,94,22,4,31,50,19,4.2727272727272725,1,8959
2531,47,30,3,21,40,15,1.5666666666666667,0,6069
2532,78,39,3,22,70,26,2.0,0,6358
2533,71,25,3,20,73,17,2.84,1,5780
2534,65,32,4,30,43,39,2.03125,1,8670
2535,73,29,10,22,105,23,2.5172413793103448,1,6358
2536,34,19,5,24,94,36,1.7894736842105263,0,6936
2537,66,38,8,37,107,27,1.736842105263158,0,10693
2538,72,22,6,29,80,16,3.272727272727273,1,8381
2539,43,19,6,37,107,28,2.263157894736842,1,10693
2540,40,40,4,27,91,14,1.0,0,7803
2541,87,19,3,23,109,36,4.578947368421052,1,6647
2542,112,36,6,22,51,29,3.111111111111111,1,6358
2543,44,20,4,18,83,42,2.2,1,5202
2544,50,19,4,34,82,42,2.6315789473684212,1,9826
2545,113,20,3,23,77,28,5.65,1,6647
2546,112,25,10,25,59,22,4.48,1,7225
2547,26,29,8,34,50,36,0.896551724137931,0,9826
2548,44,17,5,24,46,11,2.588235294117647,1,6936
2549,28,26,8,21,49,21,1.0769230769230769,0,6069
2550,18,32,9,25,96,29,0.5625,0,7225
2551,119,23,5,26,99,40,5.173913043478261,1,7514
2552,84,25,3,25,83,12,3.36,1,7225
2553,103,32,8,38,82,35,3.21875,1,10982
2554,86,25,7,33,105,27,3.44,1,9537
2555,19,37,10,19,84,15,0.5135135135135135,0,5491
2556,89,32,8,37,46,34,2.78125,1,10693
2557,27,33,10,35,62,39,0.8181818181818182,0,10115
2558,93,29,10,35,47,45,3.206896551724138,1,10115
2559,68,34,10,39,87,33,2.0,0,11271
2560,99,24,10,37,50,30,4.125,1,10693
2561,109,37,9,28,78,22,2.945945945945946,1,8092
2562,103,20,4,27,110,23,5.15,1,7803
2563,15,25,4,23,74,35,0.6,0,6647
2564,53,21,3,21,110,45,2.5238095238095237,1,6069
2565,18,14,8,23,104,30,1.2857142857142858,0,6647
2566,57,38,7,19,88,28,1.5,0,5491
2567,44,22,9,17,75,45,2.0,0,4913
2568,15,40,3,32,96,18,0.375,0,9248
2569,102,18,4,37,59,21,5.666666666666667,1,10693
2570,99,15,7,32,72,40,6.6,1,9248
2571,106,24,3,26,51,40,4.416666666666667,1,7514
2572,104,39,5,23,67,15,2.6666666666666665,1,6647
2573,48,17,10,23,94,29,2.823529411764706,1,6647
2574,89,30,10,32,64,21,2.966666666666667,1,9248
2575,76,23,5,40,101,33,3.3043478260869565,1,11560
2576,41,20,8,18,44,34,2.05,1,5202
2577,70,29,5,18,67,44,2.413793103448276,1,5202
2578,95,22,4,38,81,45,4.318181818181818,1,10982
2579,97,40,4,34,46,41,2.425,1,9826
2580,111,25,4,24,96,20,4.44,1,6936
2581,114,40,6,38,95,12,2.85,1,10982
2582,18,32,10,22,48,27,0.5625,0,6358
2583,63,14,8,30,46,24,4.5,1,8670
2584,80,39,9,28,66,43,2.051282051282051,1,8092
2585,27,23,7,36,102,31,1.173913043478261,0,10404
2586,113,31,4,39,83,18,3.6451612903225805,1,11271
2587,36,25,3,36,80,39,1.44,0,10404
2588,63,19,9,30,68,44,3.3157894736842106,1,8670
2589,51,19,5,29,65,20,2.6842105263157894,1,8381
2590,103,30,7,38,96,33,3.433333333333333,1,10982
2591,107,26,10,39,80,34,4.115384615384615,1,11271
2592,118,20,6,18,71,32,5.9,1,5202
2593,64,35,4,27,84,19,1.8285714285714285,0,7803
2594,119,40,6,32,94,22,2.975,1,9248
2595,28,30,10,30,74,33,0.9333333333333333,0,8670
2596,72,20,7,33,68,32,3.6,1,9537
2597,75,14,6,30,96,32,5.357142857142857,1,8670
2598,70,39,4,23,101,29,1.794871794871795,0,6647
2599,67,24,4,38,103,30,2.7916666666666665,1,10982
2600,54,17,5,18,59,40,3.176470588235294,1,5202
2601,40,36,3,21,50,21,1.1111111111111112,0,6069
2602,30,35,6,21,98,22,0.8571428571428571,0,6069
2603,17,17,4,38,60,32,1.0,0,10982
2604,24,26,3,35,50,30,0.9230769230769231,0,10115
2605,98,20,7,19,84,25,4.9,1,5491
2606,33,34,4,21,53,26,0.9705882352941176,0,6069
2607,29,23,9,26,55,29,1.2608695652173914,0,7514
2608,17,37,6,40,56,17,0.4594594594594595,0,11560
2609,64,25,3,34,72,12,2.56,1,9826
2610,84,29,7,22,55,12,2.896551724137931,1,6358
2611,88,22,3,18,65,25,4.0,1,5202
2612,27,22,3,20,72,45,1.2272727272727273,0,5780
2613,70,14,3,32,50,14,5.0,1,9248
2614,42,26,5,19,58,27,1.6153846153846154,0,5491
2615,83,29,9,35,97,18,2.8620689655172415,1,10115
2616,72,16,5,21,43,24,4.5,1,6069
2617,115,24,8,21,55,10,4.791666666666667,1,6069
2618,71,21,8,32,85,20,3.380952380952381,1,9248
2619,50,26,4,36,95,25,1.9230769230769231,0,10404
2620,19,23,10,21,67,25,0.8260869565217391,0,6069
2621,78,19,9,25,44,14,4.105263157894737,1,7225
2622,76,14,7,25,80,26,5.428571428571429,1,7225
2623,119,23,7,31,102,33,5.173913043478261,1,8959
2624,16,27,10,39,106,28,0.5925925925925926,0,11271
2625,98,37,10,24,88,23,2.6486486486486487,1,6936
2626,55,36,6,36,44,36,1.5277777777777777,0,10404
2627,93,31,8,31,88,43,3.0,1,8959
2628,64,32,7,37,52,15,2.0,0,10693
2629,61,39,9,25,49,33,1.564102564102564,0,7225
2630,61,15,9,28,82,36,4.066666666666666,1,8092
2631,45,29,7,31,44,29,1.5517241379310345,0,8959
2632,47,21,3,26,54,35,2.238095238095238,1,7514
2633,98,32,3,40,86,10,3.0625,1,11560
2634,20,22,6,35,89,37,0.9090909090909091,0,10115
2635,48,20,7,30,52,14,2.4,1,8670
2636,71,38,10,36,63,44,1.868421052631579,0,10404
2637,17,40,9,25,44,27,0.425,0,7225
2638,93,38,5,29,87,43,2.4473684210526314,1,8381
2639,75,27,10,32,79,42,2.7777777777777777,1,9248
2640,81,36,9,32,56,33,2.25,1,9248
2641,84,21,10,38,99,25,4.0,1,10982
2642,25,22,10,34,106,45,1.1363636363636365,0,9826
2643,87,32,9,18,99,45,2.71875,1,5202
2644,76,24,5,22,78,41,3.1666666666666665,1,6358
2645,82,34,10,30,81,40,2.411764705882353,1,8670
2646,117,17,7,37,65,21,6.882352941176471,1,10693
2647,95,17,6,30,47,20,5.588235294117647,1,8670
2648,110,33,10,17,83,23,3.3333333333333335,1,4913
2649,75,19,7,23,62,25,3.9473684210526314,1,6647
2650,33,28,9,38,70,18,1.1785714285714286,0,10982
2651,71,15,7,32,72,21,4.733333333333333,1,9248
2652,113,17,5,32,54,35,6.647058823529412,1,9248
2653,77,18,9,30,82,23,4.277777777777778,1,8670
2654,56,37,3,22,83,42,1.5135135135135136,0,6358
2655,29,28,3,30,105,15,1.0357142857142858,0,8670
2656,55,33,7,24,67,17,1.6666666666666667,0,6936
2657,64,26,4,31,62,26,2.4615384615384617,1,8959
2658,44,39,5,31,110,12,1.1282051282051282,0,8959
2659,93,14,9,40,76,26,6.642857142857143,1,11560
2660,83,23,8,33,51,45,3.608695652173913,1,9537
2661,54,24,9,26,54,38,2.25,1,7514
2662,93,40,10,30,73,16,2.325,1,8670
2663,37,39,3,29,98,34,0.9487179487179487,0,8381
2664,58,22,7,21,48,25,2.6363636363636362,1,6069
2665,45,37,8,19,67,28,1.2162162162162162,0,5491
2666,67,14,6,19,80,16,4.785714285714286,1,5491
2667,69,25,8,38,80,42,2.76,1,10982
2668,71,33,9,36,42,41,2.1515151515151514,1,10404
2669,110,28,8,36,87,38,3.9285714285714284,1,10404
2670,104,22,5,27,86,14,4.7272727272727275,1,7803
2671,30,37,3,20,69,25,0.8108108108108109,0,5780
2672,77,31,7,40,92,44,2.4838709677419355,1,11560
2673,66,27,9,27,54,11,2.4444444444444446,1,7803
2674,74,14,4,40,54,39,5.285714285714286,1,11560
2675,32,22,4,19,104,10,1.4545454545454546,0,5491
2676,82,32,5,36,104,26,2.5625,1,10404
2677,92,16,3,36,73,34,5.75,1,10404
2678,57,36,5,30,51,30,1.5833333333333333,0,8670
2679,33,36,3,39,94,41,0.9166666666666666,0,11271
2680,27,38,10,26,104,15,0.7105263157894737,0,7514
2681,86,23,10,21,88,25,3.739130434782609,1,6069
2682,24,29,5,31,79,41,0.8275862068965517,0,8959
2683,33,15,7,34,64,17,2.2,1,9826
2684,72,27,7,35,61,20,2.6666666666666665,1,10115
2685,82,25,9,22,67,33,3.28,1,6358
2686,98,25,5,24,106,15,3.92,1,6936
2687,59,38,5,36,105,40,1.5526315789473684,0,10404
2688,61,31,3,26,93,21,1.967741935483871,0,7514
2689,57,15,5,38,104,21,3.8,1,10982
2690,54,38,8,27,91,43,1.4210526315789473,0,7803
2691,97,33,6,27,48,41,2.9393939393939394,1,7803
2692,15,23,9,36,80,16,0.6521739130434783,0,10404
2693,120,22,3,27,64,32,5.454545454545454,1,7803
2694,31,33,5,29,61,43,0.9393939393939394,0,8381
2695,53,31,8,35,77,38,1.7096774193548387,0,10115
2696,83,32,5,35,52,13,2.59375,1,10115
2697,99,30,6,23,104,26,3.3,1,6647
2698,34,26,5,17,94,10,1.3076923076923077,0,4913
2699,43,17,9,38,59,22,2.5294117647058822,1,10982
2700,99,30,3,35,105,30,3.3,1,10115
2701,73,31,4,24,74,29,2.3548387096774195,1,6936
2702,43,39,8,18,80,40,1.1025641025641026,0,5202
2703,33,38,3,35,60,30,0.868421052631579,0,10115
2704,27,14,5,18,90,38,1.9285714285714286,0,5202
2705,53,27,6,23,47,29,1.962962962962963,0,6647
2706,49,19,7,35,57,13,2.5789473684210527,1,10115
2707,107,27,5,40,91,10,3.962962962962963,1,11560
2708,73,34,7,40,81,27,2.1470588235294117,1,11560
2709,28,33,10,21,77,43,0.8484848484848485,0,6069
2710,41,21,7,39,66,31,1.9523809523809523,0,11271
2711,58,31,8,31,82,27,1.8709677419354838,0,8959
2712,93,14,10,32,104,28,6.642857142857143,1,9248
2713,71,16,5,21,77,12,4.4375,1,6069
2714,83,31,7,37,98,19,2.6774193548387095,1,10693
2715,119,33,10,22,82,11,3.606060606060606,1,6358
2716,53,39,6,35,42,39,1.358974358974359,0,10115
2717,109,24,7,25,51,14,4.541666666666667,1,7225
2718,21,24,5,24,73,13,0.875,0,6936
2719,80,25,3,26,77,40,3.2,1,7514
2720,24,18,7,35,85,38,1.3333333333333333,0,10115
2721,91,32,6,24,62,36,2.84375,1,6936
2722,29,39,9,38,98,24,0.7435897435897436,0,10982
2723,92,26,6,28,80,20,3.5384615384615383,1,8092
2724,65,35,10,18,45,28,1.8571428571428572,0,5202
2725,55,39,3,21,82,26,1.4102564102564104,0,6069
2726,117,23,6,35,55,41,5.086956521739131,1,10115
2727,100,35,9,18,58,29,2.857142857142857,1,5202
2728,119,20,9,23,54,11,5.95,1,6647
2729,36,28,10,22,62,41,1.2857142857142858,0,6358
2730,96,26,9,29,51,33,3.6923076923076925,1,8381
2731,19,17,9,34,91,36,1.1176470588235294,0,9826
2732,72,34,10,36,49,45,2.1176470588235294,1,10404
2733,36,20,6,25,96,42,1.8,0,7225
2734,38,27,6,33,103,21,1.4074074074074074,0,9537
2735,66,31,4,27,51,20,2.129032258064516,1,7803
2736,64,39,3,40,44,42,1.641025641025641,0,11560
2737,85,19,4,21,90,19,4.473684210526316,1,6069
2738,87,32,6,36,56,17,2.71875,1,10404
2739,45,14,5,22,71,27,3.2142857142857144,1,6358
2740,39,18,4,37,49,16,2.1666666666666665,1,10693
2741,35,26,4,28,44,38,1.3461538461538463,0,8092
2742,108,25,9,32,61,39,4.32,1,9248
2743,67,38,10,40,54,25,1.763157894736842,0,11560
2744,74,31,6,38,72,24,2.3870967741935485,1,10982
2745,96,38,8,24,97,34,2.526315789473684,1,6936
2746,40,19,7,40,60,43,2.1052631578947367,1,11560
2747,86,21,10,29,40,10,4.095238095238095,1,8381
2748,120,31,5,31,56,29,3.870967741935484,1,8959
2749,84,19,10,37,63,17,4.421052631578948,1,10693
2750,38,38,7,28,61,42,1.0,0,8092
2751,98,32,7,29,67,42,3.0625,1,8381
2752,36,26,8,26,50,12,1.3846153846153846,0,7514
2753,38,15,7,37,83,20,2.533333333333333,1,10693
2754,48,22,4,24,98,29,2.1818181818181817,1,6936
2755,32,34,10,27,41,39,0.9411764705882353,0,7803
2756,44,22,9,38,50,17,2.0,0,10982
2757,56,39,8,34,99,21,1.435897435897436,0,9826
2758,29,31,3,31,90,21,0.9354838709677419,0,8959
2759,80,18,10,37,84,19,4.444444444444445,1,10693
2760,70,22,4,19,54,36,3.1818181818181817,1,5491
2761,81,25,5,27,101,16,3.24,1,7803
2762,77,16,10,30,101,23,4.8125,1,8670
2763,100,21,7,31,84,34,4.761904761904762,1,8959
2764,72,27,5,37,109,28,2.6666666666666665,1,10693
2765,34,18,6,19,63,27,1.8888888888888888,0,5491
2766,57,34,3,24,45,26,1.6764705882352942,0,6936
2767,72,23,3,34,63,32,3.130434782608696,1,9826
2768,30,25,4,29,56,36,1.2,0,8381
2769,26,39,3,23,63,26,0.6666666666666666,0,6647
2770,116,15,6,39,94,10,7.733333333333333,1,11271
2771,52,24,3,27,84,31,2.1666666666666665,1,7803
2772,106,40,5,38,56,42,2.65,1,10982
2773,88,37,4,38,110,44,2.3783783783783785,1,10982
2774,90,39,4,26,80,44,2.3076923076923075,1,7514
2775,97,36,4,29,69,26,2.6944444444444446,1,8381
2776,76,16,7,22,75,28,4.75,1,6358
2777,20,29,5,27,91,37,0.6896551724137931,0,7803
2778,68,18,6,29,55,30,3.7777777777777777,1,8381
2779,22,36,10,37,84,20,0.6111111111111112,0,10693
2780,89,29,4,27,82,30,3.0689655172413794,1,7803
2781,79,21,3,33,78,29,3.761904761904762,1,9537
2782,74,16,10,40,61,29,4.625,1,11560
2783,24,14,8,20,62,16,1.7142857142857142,0,5780
2784,87,34,6,25,58,32,2.5588235294117645,1,7225
2785,19,31,8,32,91,40,0.6129032258064516,0,9248
2786,57,15,10,36,77,26,3.8,1,10404
2787,22,35,5,30,86,44,0.6285714285714286,0,8670
2788,38,22,6,32,75,23,1.7272727272727273,0,9248
2789,78,34,6,29,73,32,2.2941176470588234,1,8381
2790,120,21,9,33,76,17,5.714285714285714,1,9537
2791,50,31,9,29,97,13,1.6129032258064515,0,8381
2792,100,15,5,33,74,30,6.666666666666667,1,9537
2793,38,25,8,25,104,37,1.52,0,7225
2794,78,26,8,33,85,12,3.0,1,9537
2795,24,38,8,29,101,31,0.631578947368421,0,8381
2796,29,33,6,35,64,33,0.8787878787878788,0,10115
2797,118,30,3,40,98,41,3.933333333333333,1,11560
2798,44,14,6,40,64,34,3.142857142857143,1,11560
2799,113,28,6,27,106,42,4.035714285714286,1,7803
2800,94,37,5,19,74,26,2.5405405405405403,1,5491
2801,15,24,4,19,91,26,0.625,0,5491
2802,101,24,10,40,61,42,4.208333333333333,1,11560
2803,52,15,9,40,109,32,3.466666666666667,1,11560
2804,49,35,7,21,79,29,1.4,0,6069
2805,73,14,9,34,59,38,5.214285714285714,1,9826
2806,119,34,6,31,92,14,3.5,1,8959
2807,107,22,8,38,68,25,4.863636363636363,1,10982
2808,74,20,8,38,86,34,3.7,1,10982
2809,73,20,6,36,109,17,3.65,1,10404
2810,80,34,6,26,68,33,2.3529411764705883,1,7514
2811,28,14,10,21,107,44,2.0,0,6069
2812,34,33,8,24,80,25,1.0303030303030303,0,6936
2813,45,27,7,37,81,16,1.6666666666666667,0,10693
2814,63,28,6,35,90,14,2.25,1,10115
2815,72,22,7,33,58,12,3.272727272727273,1,9537
2816,20,29,3,34,74,45,0.6896551724137931,0,9826
2817,62,19,10,39,106,25,3.263157894736842,1,11271
2818,58,17,5,34,40,10,3.411764705882353,1,9826
2819,37,17,4,33,86,11,2.176470588235294,1,9537
2820,52,22,4,24,59,17,2.3636363636363638,1,6936
2821,97,26,5,21,97,23,3.730769230769231,1,6069
2822,51,36,10,35,45,23,1.4166666666666667,0,10115
2823,36,24,7,32,57,14,1.5,0,9248
2824,27,38,3,40,72,36,0.7105263157894737,0,11560
2825,27,40,3,28,54,43,0.675,0,8092
2826,60,40,8,38,100,19,1.5,0,10982
2827,62,33,10,32,53,45,1.878787878787879,0,9248
2828,26,25,8,20,86,32,1.04,0,5780
2829,38,22,7,18,107,10,1.7272727272727273,0,5202
2830,35,14,3,30,79,34,2.5,1,8670
2831,120,20,6,17,58,12,6.0,1,4913
2832,99,17,3,21,94,32,5.823529411764706,1,6069
2833,31,19,8,20,64,19,1.631578947368421,0,5780
2834,119,29,4,27,84,14,4.103448275862069,1,7803
2835,106,22,9,20,41,28,4.818181818181818,1,5780
2836,23,21,4,24,91,23,1.0952380952380953,0,6936
2837,119,33,10,20,71,13,3.606060606060606,1,5780
2838,78,33,3,37,86,16,2.3636363636363638,1,10693
2839,117,28,3,32,66,12,4.178571428571429,1,9248
2840,65,27,7,38,110,32,2.4074074074074074,1,10982
2841,116,40,6,36,52,12,2.9,1,10404
2842,113,32,10,29,58,26,3.53125,1,8381
2843,17,14,4,35,100,40,1.2142857142857142,0,10115
2844,78,17,5,34,89,22,4.588235294117647,1,9826
2845,120,32,8,27,69,17,3.75,1,7803
2846,20,15,9,34,54,13,1.3333333333333333,0,9826
2847,21,14,5,18,77,26,1.5,0,5202
2848,49,19,3,40,67,23,2.5789473684210527,1,11560
2849,32,31,10,27,54,13,1.032258064516129,0,7803
2850,30,15,9,32,88,16,2.0,0,9248
2851,107,16,3,24,42,37,6.6875,1,6936
2852,16,14,10,19,78,21,1.1428571428571428,0,5491
2853,33,37,8,35,43,32,0.8918918918918919,0,10115
2854,65,17,9,27,97,42,3.823529411764706,1,7803
2855,54,18,9,25,63,10,3.0,1,7225
2856,38,34,10,19,40,32,1.1176470588235294,0,5491
2857,27,14,5,31,96,22,1.9285714285714286,0,8959
2858,68,17,6,17,71,36,4.0,1,4913
2859,15,22,7,28,85,16,0.6818181818181818,0,8092
2860,50,24,10,32,61,38,2.0833333333333335,1,9248
2861,39,30,7,19,44,35,1.3,0,5491
2862,36,34,8,39,102,24,1.0588235294117647,0,11271
2863,56,25,9,35,53,38,2.24,1,10115
2864,91,28,3,24,78,25,3.25,1,6936
2865,77,15,6,19,76,31,5.133333333333334,1,5491
2866,37,38,6,28,91,37,0.9736842105263158,0,8092
2867,82,18,6,19,41,11,4.555555555555555,1,5491
2868,24,20,5,21,44,11,1.2,0,6069
2869,93,18,6,25,43,41,5.166666666666667,1,7225
2870,97,28,4,27,41,18,3.4642857142857144,1,7803
2871,58,24,5,40,60,27,2.4166666666666665,1,11560
2872,106,15,4,28,85,38,7.066666666666666,1,8092
2873,35,38,4,17,108,17,0.9210526315789473,0,4913
2874,46,14,3,25,54,35,3.2857142857142856,1,7225
2875,101,22,4,40,67,27,4.590909090909091,1,11560
2876,118,26,3,24,43,26,4.538461538461538,1,6936
2877,45,19,7,40,90,38,2.3684210526315788,1,11560
2878,83,35,9,18,99,15,2.3714285714285714,1,5202
2879,44,15,3,28,95,40,2.933333333333333,1,8092
2880,61,30,8,21,47,24,2.033333333333333,1,6069
2881,29,20,8,35,47,18,1.45,0,10115
2882,80,18,4,39,49,17,4.444444444444445,1,11271
2883,21,22,4,30,41,43,0.9545454545454546,0,8670
2884,93,40,9,33,67,35,2.325,1,9537
2885,27,28,8,27,67,19,0.9642857142857143,0,7803
2886,67,30,4,27,105,29,2.2333333333333334,1,7803
2887,91,25,8,30,75,18,3.64,1,8670
2888,115,34,7,35,82,14,3.3823529411764706,1,10115
2889,16,21,9,26,94,24,0.7619047619047619,0,7514
2890,34,34,9,29,58,43,1.0,0,8381
2891,22,17,7,17,84,31,1.2941176470588236,0,4913
2892,113,14,9,32,54,40,8.071428571428571,1,9248
2893,60,34,7,30,52,11,1.7647058823529411,0,8670
2894,17,19,8,26,56,17,0.8947368421052632,0,7514
2895,113,20,9,37,70,45,5.65,1,10693
2896,109,37,8,39,83,34,2.945945945945946,1,11271
2897,93,23,9,37,109,22,4.043478260869565,1,10693
2898,89,31,3,26,41,43,2.870967741935484,1,7514
2899,29,24,8,19,41,36,1.2083333333333333,0,5491
2900,51,28,10,21,65,11,1.8214285714285714,0,6069
2901,114,30,8,33,50,32,3.8,1,9537
2902,89,30,9,23,85,25,2.966666666666667,1,6647
2903,108,22,6,40,99,18,4.909090909090909,1,11560
2904,73,28,6,37,104,14,2.607142857142857,1,10693
2905,96,28,3,30,97,12,3.4285714285714284,1,8670
2906,51,25,4,37,86,34,2.04,1,10693
